ID,NrDocument,NrDocInitial,TipDoc,DocTypeXRP,DataDocEfectiva,DataScad,Semn,Moneda,AmountDoc,AmountDoc_RON,PlataPrin,CodClient,DenumireClient,ClasaClient
158622,VFDD0014081,NULL,F,INV,2022-09-05,2022-09-07,1,RON,2372.7400,2372.7400,NULL,CLI000002,Beta Retail SA,DISTR
158631,VFDD0014110,NULL,F,INV,2022-09-05,2022-09-06,1,RON,1546.5200,1546.5200,NULL,CLI000004,Delta Magazin SA,DISTR
158634,VFDD0014122,NULL,F,INV,2022-09-05,2022-09-07,1,RON,2630.1700,2630.1700,NULL,CLI000002,Beta Retail SA,DISTR
158667,VFDD0014262,NULL,F,INV,2022-09-12,2022-09-14,1,RON,8955.8000,8955.8000,NULL,CLI000002,Beta Retail SA,DISTR
158682,VFDD00143,NULL,F,INV,2022-01-17,2022-01-19,1,RON,2772.1600,2772.1600,NULL,CLI000002,Beta Retail SA,DISTR
158709,VFDD001436,NULL,F,INV,2022-02-14,2022-02-16,1,RON,11757.2100,11757.2100,NULL,CLI000002,Beta Retail SA,DISTR
158717,VFDD0014387,NULL,F,INV,2022-09-15,2022-09-16,1,RON,1691.2300,1691.2300,NULL,CLI000004,Delta Magazin SA,DISTR
158723,VFDD00144,NULL,F,INV,2022-01-17,2022-01-19,1,RON,465.7700,465.7700,NULL,CLI000002,Beta Retail SA,DISTR
158776,VFDD0014544,NULL,F,INV,2022-09-21,2022-09-22,1,RON,8176.9800,8176.9800,NULL,CLI000002,Beta Retail SA,DISTR
158816,VFDD0014728,NULL,F,INV,2022-09-23,2022-09-26,1,RON,7321.7600,7321.7600,NULL,CLI000002,Beta Retail SA,DISTR
158819,VFDD0014734,NULL,F,INV,2022-09-23,2022-09-26,1,RON,1313.7000,1313.7000,NULL,CLI000002,Beta Retail SA,DISTR
158841,VFDD0014803,NULL,F,INV,2022-09-24,2022-09-26,1,RON,82632.5100,82632.5100,NULL,CLI000002,Beta Retail SA,DISTR
158877,VFDD0014891,NULL,F,INV,2022-09-26,2022-09-28,1,RON,3726.8400,3726.8400,NULL,CLI000002,Beta Retail SA,DISTR
158884,VFDD0014910,NULL,F,INV,2022-09-27,2022-09-28,1,RON,3610.8200,3610.8200,NULL,CLI000004,Delta Magazin SA,DISTR
158901,VFDD0014136,NULL,F,INV,2022-09-06,2022-09-07,1,RON,22976.2800,22976.2800,NULL,CLI000004,Delta Magazin SA,DISTR
158924,VFDD0014428,NULL,F,INV,2022-09-16,2022-09-19,1,RON,725.7800,725.7800,NULL,CLI000002,Beta Retail SA,DISTR
158935,VFDD0014977,NULL,F,INV,2022-09-27,2022-09-29,1,RON,16891.9500,16891.9500,NULL,CLI000002,Beta Retail SA,DISTR
158955,VFDD001501,NULL,F,INV,2022-02-15,2022-02-16,1,RON,7470.3500,7470.3500,NULL,CLI000004,Delta Magazin SA,DISTR
158964,VFDD0015037,NULL,F,INV,2022-09-28,2022-09-29,1,RON,1300.1000,1300.1000,NULL,CLI000002,Beta Retail SA,DISTR
158969,VFDD0015044,NULL,F,INV,2022-09-29,2022-09-30,1,RON,1663.1200,1663.1200,NULL,CLI000002,Beta Retail SA,DISTR
158973,VFDD0015052,NULL,F,INV,2022-09-29,2022-09-30,1,RON,3604.9900,3604.9900,NULL,CLI000002,Beta Retail SA,DISTR
158986,VFDD0015091,NULL,F,INV,2022-09-29,2022-10-03,1,RON,6907.3600,6907.3600,NULL,CLI000002,Beta Retail SA,DISTR
158988,VFDD0015099,NULL,F,INV,2022-09-29,2022-09-30,1,RON,13749.1600,13749.1600,NULL,CLI000004,Delta Magazin SA,DISTR
159031,VFDD0015256,NULL,F,INV,2022-10-04,2022-10-06,1,RON,9036.2900,9036.2900,NULL,CLI000002,Beta Retail SA,DISTR
159075,VFDD0015371,NULL,F,INV,2022-10-06,2022-10-07,1,RON,10036.5800,10036.5800,NULL,CLI000004,Delta Magazin SA,DISTR
159084,VFDD0015387,NULL,F,INV,2022-10-06,2022-10-07,1,RON,11554.5900,11554.5900,NULL,CLI000002,Beta Retail SA,DISTR
159093,VFDD0015429,NULL,F,INV,2022-10-07,2022-10-10,1,RON,3867.9200,3867.9200,NULL,CLI000002,Beta Retail SA,DISTR
159105,VFDD0015480,NULL,F,INV,2022-10-10,2022-10-11,1,RON,1578.0500,1578.0500,NULL,CLI000002,Beta Retail SA,DISTR
159134,VFDD0015549,NULL,F,INV,2022-10-11,2022-10-12,1,RON,2315.2600,2315.2600,NULL,CLI000004,Delta Magazin SA,DISTR
159194,VFDD0015769,NULL,F,INV,2022-10-14,2022-10-17,1,RON,10662.8800,10662.8800,NULL,CLI000004,Delta Magazin SA,DISTR
159199,VFDD0015775,NULL,F,INV,2022-10-17,2022-10-18,1,RON,3787.3400,3787.3400,NULL,CLI000002,Beta Retail SA,DISTR
159210,VFDD0015801,NULL,F,INV,2022-10-19,2022-10-20,1,RON,1519.3900,1519.3900,NULL,CLI000004,Delta Magazin SA,DISTR
159220,VFDD0015844,NULL,F,INV,2022-10-20,2022-10-21,1,RON,3113.3900,3113.3900,NULL,CLI000004,Delta Magazin SA,DISTR
159228,VFDD0015858,NULL,F,INV,2022-10-20,2022-10-24,1,RON,3080.0000,3080.0000,NULL,CLI000002,Beta Retail SA,DISTR
159234,VFDD0015225,NULL,F,INV,2022-10-03,2022-10-04,1,RON,3909.2700,3909.2700,NULL,CLI000004,Delta Magazin SA,DISTR
159243,VFDD0015250,NULL,F,INV,2022-10-03,2022-10-04,1,RON,8984.9000,8984.9000,NULL,CLI000002,Beta Retail SA,DISTR
159252,VFDD0015876,NULL,F,INV,2022-10-20,2022-10-21,1,RON,1546.5200,1546.5200,NULL,CLI000004,Delta Magazin SA,DISTR
159283,VFDD001573,NULL,F,INV,2022-02-17,2022-02-21,1,RON,480.6600,480.6600,NULL,CLI000002,Beta Retail SA,DISTR
159284,VFDD0015730,NULL,F,INV,2022-10-14,2022-10-17,1,RON,1971.5900,1971.5900,NULL,CLI000004,Delta Magazin SA,DISTR
159293,VFDD0015963,NULL,F,INV,2022-10-24,2022-10-26,1,RON,4796.8400,4796.8400,NULL,CLI000002,Beta Retail SA,DISTR
159329,VFDD0016062,NULL,F,INV,2022-10-26,2022-10-27,1,RON,1505.8300,1505.8300,NULL,CLI000002,Beta Retail SA,DISTR
159331,VFDD001607,NULL,F,INV,2022-02-21,2022-02-23,1,RON,2984.5200,2984.5200,NULL,CLI000002,Beta Retail SA,DISTR
159341,VFDD001610,NULL,F,INV,2022-02-21,2022-02-23,1,RON,6308.2000,6308.2000,NULL,CLI000002,Beta Retail SA,DISTR
159344,VFDD0016123,NULL,F,INV,2022-11-01,2022-11-03,1,RON,1779.5300,1779.5300,NULL,CLI000002,Beta Retail SA,DISTR
159362,VFDD0016162,NULL,F,INV,2022-11-02,2022-11-03,1,RON,2786.8100,2786.8100,NULL,CLI000002,Beta Retail SA,DISTR
159364,VFDD0016164,NULL,F,INV,2022-11-02,2022-11-04,1,RON,5524.2800,5524.2800,NULL,CLI000002,Beta Retail SA,DISTR
159374,VFDD0016191,NULL,F,INV,2022-11-07,2022-11-09,1,RON,1964.4200,1964.4200,NULL,CLI000002,Beta Retail SA,DISTR
159381,VFDD0016204,NULL,F,INV,2022-11-08,2022-11-10,1,RON,2498.4100,2498.4100,NULL,CLI000002,Beta Retail SA,DISTR
159386,VFDD0016215,NULL,F,INV,2022-11-08,2022-11-09,1,RON,2308.4800,2308.4800,NULL,CLI000004,Delta Magazin SA,DISTR
159388,VFDD0016227,NULL,F,INV,2022-11-10,2022-11-14,1,RON,1555.6900,1555.6900,NULL,CLI000002,Beta Retail SA,DISTR
159404,VFDD0016263,NULL,F,INV,2022-11-16,2022-11-17,1,RON,7606.0200,7606.0200,NULL,CLI000002,Beta Retail SA,DISTR
159447,VFDD0016465,NULL,F,INV,2022-12-22,2022-12-27,1,RON,2412.7100,2412.7100,NULL,CLI000002,Beta Retail SA,DISTR
159486,VFDD0016527,NULL,F,INV,2023-01-12,2023-01-16,1,RON,1622.8000,1622.8000,NULL,CLI000002,Beta Retail SA,DISTR
159507,VFDD001666,NULL,F,INV,2022-02-22,2022-02-23,1,RON,8512.6700,8512.6700,NULL,CLI000004,Delta Magazin SA,DISTR
159531,VFDD00167,NULL,F,INV,2022-01-19,2022-01-21,1,RON,813.9900,813.9900,NULL,CLI000002,Beta Retail SA,DISTR
159533,VFDD0016703,NULL,F,INV,2023-01-13,2023-01-16,1,RON,4890.5400,4890.5400,NULL,CLI000004,Delta Magazin SA,DISTR
159538,VFDD0016718,NULL,F,INV,2023-01-13,2023-01-16,1,RON,7902.2000,7902.2000,NULL,CLI000004,Delta Magazin SA,DISTR
159560,VFDD0016648,NULL,F,INV,2023-01-13,2023-01-16,1,RON,11567.9700,11567.9700,NULL,CLI000002,Beta Retail SA,DISTR
159571,VFDD0016777,NULL,F,INV,2023-01-16,2023-01-19,1,RON,1622.8000,1622.8000,NULL,CLI000002,Beta Retail SA,DISTR
159591,VFDD0016947,NULL,F,INV,2023-01-23,2023-01-26,1,RON,5667.6300,5667.6300,NULL,CLI000002,Beta Retail SA,DISTR
159607,VFDD001699,NULL,F,INV,2022-02-23,2022-02-25,1,RON,2351.4400,2351.4400,NULL,CLI000002,Beta Retail SA,DISTR
159612,VFDD0016994,NULL,F,INV,2023-01-23,2023-01-25,1,RON,20977.5400,20977.5400,NULL,CLI000004,Delta Magazin SA,DISTR
159615,VFDD0016997,NULL,F,INV,2023-01-23,2023-01-25,1,RON,5473.8900,5473.8900,NULL,CLI000004,Delta Magazin SA,DISTR
159659,VFDD0017147,NULL,F,INV,2023-02-01,2023-02-06,1,RON,15534.2500,15534.2500,NULL,CLI000002,Beta Retail SA,DISTR
159699,VFDD0017262,NULL,F,INV,2023-02-07,2023-02-10,1,RON,1898.1900,1898.1900,NULL,CLI000002,Beta Retail SA,DISTR
159735,VFDD0017257,NULL,F,INV,2023-02-07,2023-02-09,1,RON,5005.8500,5005.8500,NULL,CLI000004,Delta Magazin SA,DISTR
159758,VFDD0017420,NULL,F,INV,2023-02-13,2023-02-16,1,RON,6871.8500,6871.8500,NULL,CLI000002,Beta Retail SA,DISTR
159768,VFDD0017463,NULL,F,INV,2023-02-14,2023-02-16,1,RON,1616.6200,1616.6200,NULL,CLI000004,Delta Magazin SA,DISTR
159770,VFDD0017465,NULL,F,INV,2023-02-14,2023-02-17,1,RON,4006.7200,4006.7200,NULL,CLI000002,Beta Retail SA,DISTR
159778,VFDD001748,NULL,F,INV,2022-02-24,2022-06-20,1,RON,2399.0400,2399.0400,NULL,CLI000004,Delta Magazin SA,DISTR
159850,VFDD0017659,NULL,F,INV,2023-02-20,2023-02-23,1,RON,8037.9200,8037.9200,NULL,CLI000002,Beta Retail SA,DISTR
159874,VFDD0017353,NULL,F,INV,2023-02-10,2023-02-13,1,RON,11375.0900,11375.0900,NULL,CLI000004,Delta Magazin SA,DISTR
159875,VFDD0017354,NULL,F,INV,2023-02-10,2023-02-13,1,RON,8254.9200,8254.9200,NULL,CLI000004,Delta Magazin SA,DISTR
159886,VFDD0017751,NULL,F,INV,2023-02-22,2023-02-27,1,RON,8360.1900,8360.1900,NULL,CLI000002,Beta Retail SA,DISTR
159913,VFDD0017806,NULL,F,INV,2023-02-23,2023-02-27,1,RON,1582.7000,1582.7000,NULL,CLI000004,Delta Magazin SA,DISTR
159939,VFDD0017929,NULL,F,INV,2023-02-27,2023-03-02,1,RON,8317.8200,8317.8200,NULL,CLI000002,Beta Retail SA,DISTR
159952,VFDD0017963,NULL,F,INV,2023-02-27,2023-03-02,1,RON,1790.7100,1790.7100,NULL,CLI000002,Beta Retail SA,DISTR
159965,VFDD0018,NULL,F,INV,2022-01-07,2022-01-11,1,RON,1266.1600,1266.1600,NULL,CLI000002,Beta Retail SA,DISTR
159974,VFDD0018019,NULL,F,INV,2023-02-28,2023-03-02,1,RON,10988.4600,10988.4600,NULL,CLI000004,Delta Magazin SA,DISTR
159987,VFDD0018052,NULL,F,INV,2023-02-28,2023-03-02,1,RON,1781.6700,1781.6700,NULL,CLI000004,Delta Magazin SA,DISTR
159988,VFDD0018080,NULL,F,INV,2023-03-01,2023-03-06,1,RON,3156.1200,3156.1200,NULL,CLI000002,Beta Retail SA,DISTR
160033,VFDD0018175,NULL,F,INV,2023-03-02,2023-03-06,1,RON,15668.8500,15668.8500,NULL,CLI000002,Beta Retail SA,DISTR
160042,VFDD00182,NULL,F,INV,2022-01-20,2022-01-24,1,RON,1121.9900,1121.9900,NULL,CLI000002,Beta Retail SA,DISTR
160043,VFDD0018210,NULL,F,INV,2023-03-02,2023-03-06,1,RON,1438.0000,1438.0000,NULL,CLI000004,Delta Magazin SA,DISTR
160050,VFDD001824,NULL,F,INV,2022-02-25,2022-02-28,1,RON,2279.0800,2279.0800,NULL,CLI000004,Delta Magazin SA,DISTR
160054,VFDD0018245,NULL,F,INV,2023-03-03,2023-03-03,1,RON,2625.0200,2625.0200,NULL,CLI000004,Delta Magazin SA,DISTR
160089,VFDD0018327,NULL,F,INV,2023-03-06,2023-03-09,1,RON,12946.9100,12946.9100,NULL,CLI000002,Beta Retail SA,DISTR
160140,VFDD0018617,NULL,F,INV,2023-03-14,2023-03-17,1,RON,1130.5000,1130.5000,NULL,CLI000002,Beta Retail SA,DISTR
160173,VFDD0018690,NULL,F,INV,2023-03-14,2023-03-16,1,RON,6627.0000,6627.0000,NULL,CLI000004,Delta Magazin SA,DISTR
160174,VFDD0018691,NULL,F,INV,2023-03-14,2023-03-16,1,RON,4802.3600,4802.3600,NULL,CLI000004,Delta Magazin SA,DISTR
160176,VFDD0018696,NULL,F,INV,2023-03-14,2023-03-17,1,RON,6472.3500,6472.3500,NULL,CLI000002,Beta Retail SA,DISTR
160181,VFDD001839,NULL,F,INV,2022-02-28,2022-03-01,1,RON,3011.6600,3011.6600,NULL,CLI000002,Beta Retail SA,DISTR
160186,VFDD0018402,NULL,F,INV,2023-03-09,2023-03-13,1,RON,5627.3100,5627.3100,NULL,CLI000002,Beta Retail SA,DISTR
160219,VFDD0018470,NULL,F,INV,2023-03-09,2023-03-13,1,RON,7263.6400,7263.6400,NULL,CLI000002,Beta Retail SA,DISTR
160280,VFDD0018853,NULL,F,INV,2023-03-17,2023-03-20,1,RON,5148.3000,5148.3000,NULL,CLI000004,Delta Magazin SA,DISTR
160313,VFDD0018960,NULL,F,INV,2023-03-21,2023-03-23,1,RON,1786.1900,1786.1900,NULL,CLI000004,Delta Magazin SA,DISTR
160323,VFDD0018991,NULL,F,INV,2023-03-21,2023-03-23,1,RON,1397.3000,1397.3000,NULL,CLI000004,Delta Magazin SA,DISTR
160341,VFDD0019036,NULL,F,INV,2023-03-21,2023-03-23,1,RON,2577.5400,2577.5400,NULL,CLI000004,Delta Magazin SA,DISTR
160345,VFDD0019044,NULL,F,INV,2023-03-22,2023-03-27,1,RON,13665.2800,13665.2800,NULL,CLI000002,Beta Retail SA,DISTR
160362,VFDD0019099,NULL,F,INV,2023-03-22,2023-03-27,1,RON,16645.6900,16645.6900,NULL,CLI000002,Beta Retail SA,DISTR
160378,VFDD001913,NULL,F,INV,2022-03-01,2022-03-02,1,RON,15707.1800,15707.1800,NULL,CLI000004,Delta Magazin SA,DISTR
160424,VFDD0019257,NULL,F,INV,2023-03-23,2023-03-27,1,RON,11413.5300,11413.5300,NULL,CLI000004,Delta Magazin SA,DISTR
160428,VFDD0019270,NULL,F,INV,2023-03-24,2023-03-27,1,RON,1962.5500,1962.5500,NULL,CLI000004,Delta Magazin SA,DISTR
160441,VFDD0019303,NULL,F,INV,2023-03-27,2023-03-30,1,RON,25851.1900,25851.1900,NULL,CLI000002,Beta Retail SA,DISTR
160486,VFDD0018054,NULL,F,INV,2023-02-28,2023-03-03,1,RON,1507.2300,1507.2300,NULL,CLI000002,Beta Retail SA,DISTR
160489,VFDD001806,NULL,F,INV,2022-02-25,2022-02-28,1,RON,11427.1000,11427.1000,NULL,CLI000004,Delta Magazin SA,DISTR
160490,VFDD0018061,NULL,F,INV,2023-02-28,2023-03-03,1,RON,4436.5100,4436.5100,NULL,CLI000002,Beta Retail SA,DISTR
160535,VFDD001947,NULL,F,INV,2022-03-02,2022-03-04,1,RON,14909.0400,14909.0400,NULL,CLI000002,Beta Retail SA,DISTR
160579,VFDD0019591,NULL,F,INV,2023-03-30,2023-04-03,1,RON,1539.7400,1539.7400,NULL,CLI000004,Delta Magazin SA,DISTR
160613,VFDD001970,NULL,F,INV,2022-03-03,2022-03-04,1,RON,5571.1100,5571.1100,NULL,CLI000004,Delta Magazin SA,DISTR
160627,VFDD0019725,NULL,F,INV,2023-04-03,2023-04-06,1,RON,5651.9000,5651.9000,NULL,CLI000002,Beta Retail SA,DISTR
160653,VFDD0019798,NULL,F,INV,2023-04-04,2023-04-06,1,RON,1376.9500,1376.9500,NULL,CLI000004,Delta Magazin SA,DISTR
160654,VFDD0019799,NULL,F,INV,2023-04-04,2023-04-06,1,RON,4503.9100,4503.9100,NULL,CLI000004,Delta Magazin SA,DISTR
160655,VFDD00198,NULL,F,INV,2022-01-21,2022-01-25,1,RON,1164.4200,1164.4200,NULL,CLI000004,Delta Magazin SA,DISTR
160659,VFDD0019811,NULL,F,INV,2023-04-04,2023-04-06,1,RON,8756.8400,8756.8400,NULL,CLI000004,Delta Magazin SA,DISTR
160672,VFDD0019856,NULL,F,INV,2023-04-05,2023-04-10,1,RON,1736.4500,1736.4500,NULL,CLI000004,Delta Magazin SA,DISTR
160673,VFDD0019857,NULL,F,INV,2023-04-05,2023-04-10,1,RON,4420.8400,4420.8400,NULL,CLI000002,Beta Retail SA,DISTR
160726,VDSK938,NULL,F,INV,2024-04-16,2024-06-15,1,EUR,228.0600,1134.3000,NULL,CLI000006,Zeta Obchod s.r.o.,DISTR
160729,VDSK940,NULL,F,INV,2024-04-16,2024-07-15,1,EUR,610.6000,3036.9400,NULL,CLI000007,Eta Prodaja s.r.o.,DISTR
160735,VDSK946,NULL,F,INV,2024-04-17,2024-04-17,1,EUR,7594.3800,37791.9100,NULL,CLI000001,Alpha Distrib SRL,DISTR
160738,VDSK95,NULL,F,INV,2022-09-12,2022-12-11,1,EUR,8321.3200,40721.2100,NULL,CLI000008,Theta Style SRL,DISTR
160744,VDSK956,NULL,F,INV,2024-04-18,2024-06-17,1,EUR,1020.2000,5075.9000,NULL,CLI000006,Zeta Obchod s.r.o.,DISTR
160762,VDSK976,NULL,F,INV,2024-04-25,2024-07-24,1,EUR,313.3200,1559.1100,NULL,CLI000007,Eta Prodaja s.r.o.,DISTR
160764,VDSK979,NULL,F,INV,2024-04-30,2024-07-29,1,EUR,200.8800,999.5400,NULL,CLI000008,Theta Style SRL,DISTR
160774,VDSK99,NULL,F,INV,2022-09-15,2023-01-13,1,EUR,7769.7700,38263.7900,NULL,CLI000001,Alpha Distrib SRL,DISTR
160860,VDSK895,NULL,F,INV,2024-04-11,2024-06-10,1,EUR,568.2600,2823.8000,NULL,CLI000006,Zeta Obchod s.r.o.,DISTR
160873,VDSK907,NULL,F,INV,2024-04-12,2024-07-11,1,EUR,882.6400,4386.9900,NULL,CLI000008,Theta Style SRL,DISTR
160900,OTT363,NULL,F,INV,2021-10-13,2022-01-11,1,EUR,2793.4200,13822.1200,NULL,CLI000005,Epsilon Trade SRL,DISTR
160904,XRP0059,XRP0057,F,DRM,2024-02-16,2024-02-16,1,CZK,54.4900,10.6800,NULL,CLI000006,Zeta Obchod s.r.o.,DISTR
160905,XRP0108,XRP0107,F,DRM,2024-03-27,2024-03-27,1,EUR,8679.3500,43146.7800,NULL,CLI000001,Alpha Distrib SRL,DISTR
160910,OTT212R,NULL,F,INV,2021-09-28,2021-09-28,1,EUR,2966.8500,14680.2700,NULL,CLI000001,Alpha Distrib SRL,DISTR
160926,OTT328R,NULL,F,INV,2021-09-21,2022-01-19,1,EUR,43263.2400,214070.8400,NULL,CLI000001,Alpha Distrib SRL,DISTR
160929,OTT338F,NULL,F,INV,2021-09-30,2021-12-29,1,EUR,1054.3300,5216.9300,NULL,CLI000005,Epsilon Trade SRL,DISTR
160930,OTT343R,NULL,F,INV,2021-10-01,2022-01-29,1,EUR,265.9800,1316.1000,NULL,CLI000001,Alpha Distrib SRL,DISTR
160933,RDSK2,NULL,F,INV,2022-04-05,2022-04-05,1,EUR,390.8300,1934.3000,NULL,CLI000008,Theta Style SRL,DISTR
160952,VDCZ355,NULL,F,INV,2023-08-28,2023-11-26,1,CZK,91717.7600,18765.4500,NULL,CLI000007,Eta Prodaja s.r.o.,DISTR
160960,VDCZ363,NULL,F,INV,2023-08-29,2023-10-28,1,CZK,34690.1600,7094.1400,NULL,CLI000006,Zeta Obchod s.r.o.,DISTR
160971,VDCZ374,NULL,F,INV,2023-09-08,2023-12-07,1,CZK,23011.1000,4687.3600,NULL,CLI000007,Eta Prodaja s.r.o.,DISTR
160974,VDCZ377,NULL,F,INV,2023-09-15,2023-12-14,1,CZK,33715.7800,6854.4200,NULL,CLI000007,Eta Prodaja s.r.o.,DISTR
160981,VDCZ383,NULL,F,INV,2023-09-27,2023-12-26,1,CZK,36171.5000,7375.3700,NULL,CLI000007,Eta Prodaja s.r.o.,DISTR
160990,VDCZ391,NULL,F,INV,2023-10-06,2024-01-04,1,CZK,7331.8800,1494.2400,NULL,CLI000007,Eta Prodaja s.r.o.,DISTR
160996,VDCZ397,NULL,F,INV,2023-10-10,2024-01-08,1,CZK,36450.5600,7410.4000,NULL,CLI000007,Eta Prodaja s.r.o.,DISTR
161052,VDSK1005,NULL,F,INV,2024-05-10,2024-07-09,1,EUR,598.8600,2979.5100,NULL,CLI000006,Zeta Obchod s.r.o.,DISTR
161058,VDSK1010,NULL,F,INV,2024-05-10,2024-08-08,1,EUR,162.3000,807.4900,NULL,CLI000008,Theta Style SRL,DISTR
161082,VDSK1035,NULL,F,INV,2024-05-31,2024-07-30,1,EUR,1517.4600,7551.7900,NULL,CLI000006,Zeta Obchod s.r.o.,DISTR
161089,VDSK105,NULL,F,INV,2022-09-30,2023-01-28,1,EUR,29760.9700,147275.1400,NULL,CLI000001,Alpha Distrib SRL,DISTR
161091,VDSK107,NULL,F,INV,2022-10-04,2023-01-02,1,EUR,395.1200,1955.0500,NULL,CLI000008,Theta Style SRL,DISTR
161098,VDSK113,NULL,F,INV,2022-10-04,2023-01-02,1,EUR,1711.5600,8468.8000,NULL,CLI000005,Epsilon Trade SRL,DISTR
161111,VDSK126,NULL,F,INV,2022-10-12,2023-02-09,1,EUR,2582.5000,12749.0300,NULL,CLI000001,Alpha Distrib SRL,DISTR
161117,VDSK131,NULL,F,INV,2022-10-17,2023-02-14,1,EUR,2238.9000,11048.9700,NULL,CLI000001,Alpha Distrib SRL,DISTR
161122,VDSK136,NULL,F,INV,2022-10-17,2023-01-15,1,EUR,891.0800,4397.4800,NULL,CLI000008,Theta Style SRL,DISTR
161138,VDSK150,NULL,F,INV,2022-10-25,2022-10-25,1,EUR,270.4200,1328.8200,NULL,CLI000008,Theta Style SRL,DISTR
161139,VDSK151,NULL,F,INV,2022-10-25,2022-10-25,1,EUR,550.3200,2704.2200,NULL,CLI000008,Theta Style SRL,DISTR
161159,VDSK17,NULL,F,INV,2022-03-09,2022-06-07,1,EUR,6964.4400,34468.4100,NULL,CLI000008,Theta Style SRL,DISTR
161172,VDSK182,NULL,F,INV,2023-02-14,2023-06-14,1,EUR,2065.9600,10130.8500,NULL,CLI000001,Alpha Distrib SRL,DISTR
161177,VDSK187,NULL,F,INV,2023-02-14,2023-05-15,1,EUR,450.4800,2209.0200,NULL,CLI000005,Epsilon Trade SRL,DISTR
161178,VDSK188,NULL,F,INV,2023-02-20,2023-02-20,1,EUR,329.6800,1616.7500,NULL,CLI000008,Theta Style SRL,DISTR
161184,VDSK195,NULL,F,INV,2023-02-28,2023-06-28,1,EUR,4105.2600,20191.7200,NULL,CLI000001,Alpha Distrib SRL,DISTR
161202,VDSK211,NULL,F,INV,2023-03-03,2023-06-01,1,EUR,768.0600,3780.2400,NULL,CLI000005,Epsilon Trade SRL,DISTR
161222,VDSK231,NULL,F,INV,2023-03-16,2023-06-14,1,EUR,241.4400,1188.0500,NULL,CLI000005,Epsilon Trade SRL,DISTR
161226,VDSK236,NULL,F,INV,2023-03-16,2023-07-14,1,EUR,1426.9800,7021.7400,NULL,CLI000001,Alpha Distrib SRL,DISTR
161228,VDSK238,NULL,F,INV,2023-03-17,2023-06-15,1,EUR,1902.8600,9360.1700,NULL,CLI000008,Theta Style SRL,DISTR
161242,VDSK252,NULL,F,INV,2023-03-21,2023-06-19,1,EUR,1308.0200,6437.9400,NULL,CLI000005,Epsilon Trade SRL,DISTR
161243,VDSK253,NULL,F,INV,2023-03-21,2023-06-19,1,EUR,1338.0000,6585.5000,NULL,CLI000008,Theta Style SRL,DISTR
161255,VDSK265,NULL,F,INV,2023-03-24,2023-07-22,1,EUR,10541.5400,51879.1300,NULL,CLI000001,Alpha Distrib SRL,DISTR
161256,VDSK266,NULL,F,INV,2023-03-24,2023-06-22,1,EUR,1596.7800,7858.3900,NULL,CLI000008,Theta Style SRL,DISTR
161266,VDSK276,NULL,F,INV,2023-03-29,2023-06-27,1,EUR,801.6400,3966.5900,NULL,CLI000005,Epsilon Trade SRL,DISTR
161288,VDSK298,NULL,F,INV,2023-04-06,2023-07-05,1,EUR,1033.7400,5097.9900,NULL,CLI000005,Epsilon Trade SRL,DISTR
161289,VDSK299,NULL,F,INV,2023-04-06,2023-07-05,1,EUR,2163.9600,10671.7900,NULL,CLI000008,Theta Style SRL,DISTR
161295,VDSK303,NULL,F,INV,2023-04-06,2023-08-04,1,EUR,2726.0000,13443.5400,NULL,CLI000001,Alpha Distrib SRL,DISTR
161302,VDSK31,NULL,F,INV,2022-04-11,2022-07-10,1,EUR,1709.0600,8446.0000,NULL,CLI000008,Theta Style SRL,DISTR
161309,VDSK317,NULL,F,INV,2023-04-11,2023-07-10,1,EUR,833.2000,4108.9300,NULL,CLI000008,Theta Style SRL,DISTR
161356,VDSK376,NULL,F,INV,2023-08-28,2023-12-26,1,EUR,6699.1000,33085.5200,NULL,CLI000001,Alpha Distrib SRL,DISTR
161361,VDSK383,NULL,F,INV,2023-08-28,2023-11-26,1,EUR,322.2000,1591.2800,NULL,CLI000005,Epsilon Trade SRL,DISTR
161381,VDSK402,NULL,F,INV,2023-08-28,2023-12-26,1,EUR,24485.2300,120927.6500,NULL,CLI000001,Alpha Distrib SRL,DISTR
161402,VDSK422,NULL,F,INV,2023-09-08,2024-01-06,1,EUR,17425.6800,86487.1300,NULL,CLI000001,Alpha Distrib SRL,DISTR
161408,VDSK428,NULL,F,INV,2023-09-08,2023-12-07,1,EUR,2520.0200,12507.3600,NULL,CLI000008,Theta Style SRL,DISTR
161416,VDSK436,NULL,F,INV,2023-09-13,2023-12-12,1,EUR,617.8200,3069.9500,NULL,CLI000005,Epsilon Trade SRL,DISTR
161422,VDSK441,NULL,F,INV,2023-09-13,2024-01-11,1,EUR,3418.4900,16986.4800,NULL,CLI000001,Alpha Distrib SRL,DISTR
161435,VDSK451,NULL,F,INV,2023-09-15,2023-12-14,1,EUR,4477.6000,22251.4300,NULL,CLI000008,Theta Style SRL,DISTR
161449,VDSK46,NULL,F,INV,2022-04-13,2022-07-12,1,EUR,7244.2400,35795.2400,NULL,CLI000001,Alpha Distrib SRL,DISTR
161479,VDSK483,NULL,F,INV,2023-09-27,2023-11-26,1,CZK,1196.4000,243.9500,NULL,CLI000006,Zeta Obchod s.r.o.,DISTR
161480,VDSK483-2,NULL,F,INV,2023-09-27,2023-11-26,1,EUR,1196.4000,5945.6300,NULL,CLI000006,Zeta Obchod s.r.o.,DISTR
