ID,ITEM_CODE,ITEM_NAME,ITEM_DESCRIPTION,BRAND_ID,SEASON_ID,ITEM_TYPE_ID,CATEGORY_ID,VAT,LAST_COST_PRICE,MAIN_BARCODE,SUPPLIER_CODE,WEIGHT,UM,ACTIVE
963106,1HGO06115DK170720899,1HL170-7208 06-O  PAPUC  DAMA,Blue Patent leather,1171,55,1,16,21,NULL,700000885471,L170-7208,NULL,PER,1
963109,1HGI81115DK184627599,1HL184-62754-1 81-I  PAPUC  DAMA,Rosepink Kid suede,1171,55,1,16,21,NULL,700000885474,L184-62754-1,NULL,PER,1
963136,JIGI01111DKJI2009999,JIJI20099B 01-I  PANTOF  DAMA,1Q696-F890-P8563T BLACK GOAT SUEDE,761,55,1,12,21,NULL,700000885501,JI20099B,NULL,PER,1
963137,JIGN01111DKJI2010099,JIJI20100A 01-N  PANTOF  DAMA,1Q696-F240-B264CPT BLACK CALF PATENT LEATHER+BLACK GOAT LEATHER,761,55,1,12,21,NULL,700000885502,JI20100A,NULL,PER,1
963141,JIGI97111DKJI2010199,JIJI20101B 97-I  PANTOF  DAMA,1Q696-H292-Y931T APRICOT GRAIN COATED GOAT LEATHER,761,55,1,12,21,NULL,700000885506,JI20101B,NULL,PER,1
963142,JIGIJ9111DKJI2010199,JIJI20101C J9-I  PANTOF  DAMA,1Q696-H292-Y932T WHITE GRAIN COATED GOAT LEATHER,761,55,1,12,21,NULL,700000885507,JI20101C,NULL,PER,1
963149,JIGI01195DKJI2011599,JIJI20115B 01-I  PANTOF VARA  DAMA,2Q181F-F897-Y206CZT BLACK GOAT LEATHER+BLACK COATED GOAT LEATHER,761,55,1,158,21,NULL,700000885514,JI20115B,NULL,PER,1
963160,6BGN01111DKSXD200499,6BSXD2004A 01-N  PANTOF  DAMA,23021 BLACK CALF LEATHER,1118,55,1,12,21,NULL,700000885525,SXD2004A,NULL,PER,1
963161,6BGI01111DKSXD200999,6BSXD2009A 01-I  PANTOF  DAMA,3910-1 BLACK GOAT SUEDE,1118,55,1,12,21,NULL,700000885526,SXD2009A,NULL,PER,1
963162,JIGI41114DKJI2006599,JIJI20065C 41-I  SANDA  DAMA,2L163-F787-Y954T LIGHT BLUE COATED GOAT LEATHER,761,55,1,15,21,NULL,700000885527,JI20065C,NULL,PER,1
963169,JIGI01185DKJI2007799,JIJI20077A 01-I  SABOT CU BARETA  DAMA,XK675-F871-P8563BT BLACK GOAT SUEDE,761,55,1,143,21,NULL,700000885534,JI20077A,NULL,PER,1
963173,JIGN13185DKJI2005899,JIJI20058B 13-N  SABOT CU BARETA  DAMA,2K201-F761-Y491T WHITE GOAT LEATHER,761,55,1,143,21,NULL,700000885538,JI20058B,NULL,PER,1
963174,JIGI03185DKJI2007999,JIJI20079A 03-I  SABOT CU BARETA  DAMA,2K176-H276-Y777T APRICOT COATED GOAT LEATHER,761,55,1,143,21,NULL,700000885539,JI20079A,NULL,PER,1
963175,JIGI01185DKJI2007999,JIJI20079B 01-I  SABOT CU BARETA  DAMA,2K176-H276-P8563T BLACK GOAT SUEDE,761,55,1,143,21,NULL,700000885540,JI20079B,NULL,PER,1
963187,JIGN13185DKJI2007299,JIJI20072B 13-N  SABOT CU BARETA  DAMA,2K128-F746-Y476DT-1 WHITE GOAT LEATHER,761,55,1,143,21,NULL,700000885552,JI20072B,NULL,PER,1
963189,JIGN52114DKJI2004099,JIJI20040C 52-N  SANDA  DAMA,2Y136-F872-Y497T BEIGE GOAT LEATHER,761,55,1,15,21,NULL,700000885554,JI20040C,NULL,PER,1
963193,JIGNC5114DKJI2008499,JIJI20084C C5-N  SANDA  DAMA,2L186-F822-B965T PINK COATED GOAT LEATHER,761,55,1,15,21,NULL,700000885558,JI20084C,NULL,PER,1
963195,JIGN15114DKJI2008599,JIJI20085 15-N  SANDA  DAMA,2Y135-H296-Y947T COLOR GOAT LEATHER,761,55,1,15,21,NULL,700000885560,JI20085,NULL,PER,1
963201,JIGN15114DKJI2009099,JIJI20090 15-N  SANDA  DAMA,2Y212-F900-Y950T COLOR GOAT LEATHER,761,55,1,15,21,NULL,700000885566,JI20090,NULL,PER,1
963202,JIGN15114DKJI2009199,JIJI20091 15-N  SANDA  DAMA,2Y212-F917-Y946T COLOR GOAT LEATHER,761,55,1,15,21,NULL,700000885567,JI20091,NULL,PER,1
963213,JIGN04185DKJI2009899,JIJI20098A 04-N  SABOT CU BARETA  DAMA,2K160-H182-Y850T DARK APRICOT GOAT LEATHER,761,55,1,143,21,NULL,700000885578,JI20098A,NULL,PER,1
963214,JIGN08185DKJI2009899,JIJI20098B 08-N  SABOT CU BARETA  DAMA,2K160-H182-Y573T YELLOW GOAT LEATHER,761,55,1,143,21,NULL,700000885579,JI20098B,NULL,PER,1
963215,JIGNB1185DKJI2009899,JIJI20098C B1-N  SABOT CU BARETA  DAMA,2K160-H182-Y571T LIGHT GREEN GOAT LEATHER,761,55,1,143,21,NULL,700000885580,JI20098C,NULL,PER,1
963227,JIGI12195DKJI2010799,JIJI20107B 12-I  PANTOF VARA  DAMA,2Q213-H290-Y933Z GOLD COATED GOAT LEATHER,761,55,1,158,21,NULL,700000885592,JI20107B,NULL,PER,1
963231,JIGI12185DKJI2011099,JIJI20110A 12-I  SABOT CU BARETA  DAMA,2K176-H195-Y777T GOLD COATED GOAT LEATHER,761,55,1,143,21,NULL,700000885596,JI20110A,NULL,PER,1
963232,JIGIC5185DKJI2011099,JIJI20110B C5-I  SABOT CU BARETA  DAMA,2K176-H195-Y949T PINK COATED GOAT LEATHER,761,55,1,143,21,NULL,700000885597,JI20110B,NULL,PER,1
963233,JIGI41185DKJI2011099,JIJI20110C 41-I  SABOT CU BARETA  DAMA,2K176-H195-Y954T LIGHT BLUE COATED GOAT LEATHER,761,55,1,143,21,NULL,700000885598,JI20110C,NULL,PER,1
963242,JIGN52111DKJI2011699,JIJI20116A 52-N  PANTOF  DAMA,2Q176-H311-Y611ZT BEIGE GOAT LEATHER,761,55,1,12,21,NULL,700000885607,JI20116A,NULL,PER,1
963246,JIGN50114DKJI2011399,JIJI20113B 50-N  SANDA  DAMA,2Y211-H288-Y945T GREY GOAT LEATHER,761,55,1,15,21,NULL,700000885611,JI20113B,NULL,PER,1
963251,JIGIC2185DKJI2011899,JIJI20118A C2-I  SABOT CU BARETA  DAMA,CK205-H278-Y770T DARK GREEN GOAT SUEDE,761,55,1,143,21,NULL,700000885616,JI20118A,NULL,PER,1
963252,JIGI23185DKJI2011899,JIJI20118B 23-I  SABOT CU BARETA  DAMA,CK205-H278-Y618T BORD. GOAT SUEDE,761,55,1,143,21,NULL,700000885617,JI20118B,NULL,PER,1
963262,OEGN81185DK877866599,OE8778-404-665 81-N  SABOT CU BARETA  DAMA,MESTICO FERRARA FUCHSIA MA,558,55,1,143,21,78.6964600000,700000885627,8778-404-665,NULL,PER,1
963276,QBGN52111DK340024999,QB340024 52-N PANTOF DAMA,COURO SUMMER BURNISH 14X16 LINHAS GELO 23,666,55,1,12,21,NULL,700000885641,340024,NULL,PER,1
963335,QBGN52114DK344801999,QB344801 52-N SANDA DAMA,COURO ATANADO NAPOLI GELO 23,666,55,1,15,21,NULL,700000885700,344801,NULL,PER,1
963543,JIGI03114DK1F1209599,JI1F1204-0951-C107H 03-I  SANDA  DAMA,JI036,761,55,1,15,21,NULL,700000885908,1F1204-0951-C107H,NULL,PER,1
964015,JIGN12114DKJI2006599,JIJI20065A 12-N  SANDA  DAMA,2L163-F787-Y948T GOLD COATED GOAT LEATHER,761,55,1,15,21,NULL,700000886380,JI20065A,NULL,PER,1
964160,K3GI15185DKK32004599,K3K320045A 15-I  SABOT CU BARETA  DAMA,KL331-YX290-P679 P679 COLOR LEATHER,935,55,1,143,21,NULL,700000886525,K320045A,NULL,PER,1
964162,K3GLB1185DKK32005799,K3K320057A B1-L  SABOT CU BARETA  DAMA,KL347-YX315-B58 B58 LIGHT  BLUE  PATENT LEATHER,935,55,1,143,21,NULL,700000886527,K320057A,NULL,PER,1
964163,K3GL53185DKK32005799,K3K320057B 53-L  SABOT CU BARETA  DAMA,KL347-YX315-B57 B57 PURPLE  PATENT LEATHER,935,55,1,143,21,NULL,700000886528,K320057B,NULL,PER,1
964165,K3GN52114DKK32006399,K3K320063A 52-N  SANDA  DAMA,KL279-B711-B2 B2 APRICOT GOAT LEATHER,935,55,1,15,21,NULL,700000886530,K320063A,NULL,PER,1
964166,K3GN13114DKK32006399,K3K320063B 13-N  SANDA  DAMA,KL279-B711-P391 P391 WHITE GOAT LEATHER,935,55,1,15,21,NULL,700000886531,K320063B,NULL,PER,1
964168,K3GI18114DKK32006899,K3K320068B 18-I  SANDA  DAMA,KL346-YX312-P664 P664 SILVER COLOR LEATHER,935,55,1,15,21,NULL,700000886533,K320068B,NULL,PER,1
964171,K3GI18185DKK32008399,K3K320083 18-I  SABOT CU BARETA  DAMA,KL331-YX341-P664 P664 SILVER COLOR LEATHER,935,55,1,143,21,NULL,700000886536,K320083,NULL,PER,1
964173,K3GI01114DKK32008699,K3K320086B 01-I  SANDA  DAMA,KL315-YX350-P003 P003 BLACK GOAT SUEDE,935,55,1,15,21,NULL,700000886538,K320086B,NULL,PER,1
964177,K3GIJ3114DKK32009199,K3K320091C J3-I  SANDA  DAMA,KL348-YX318-P680 P680 COLOR LEATHER,935,55,1,15,21,NULL,700000886542,K320091C,NULL,PER,1
964183,K3GO17185DKK32009999,K3K320099 17-O  SABOT CU BARETA  DAMA,KL267-YX206-P597 P597 GUN  COLOR LEATHER,935,55,1,143,21,NULL,700000886548,K320099,NULL,PER,1
964184,K3GN03114DKK32010199,K3K320101A 03-N  SANDA  DAMA,KL507-YX283-P636 P636 APRICOT  COLOR LEATHER,935,55,1,15,21,NULL,700000886549,K320101A,NULL,PER,1
964185,K3GN02114DKK32010199,K3K320101B 02-N  SANDA  DAMA,KL507-YX283-P637 P637 BROWN COLOR LEATHER,935,55,1,15,21,NULL,700000886550,K320101B,NULL,PER,1
964192,K3GNC5195DKK32010999,K3K320109A C5-N  PANTOF VARA  DAMA,KL347-YX314-B1 B1 LIGHT PINK GOAT LEATHER,935,55,1,158,21,NULL,700000886557,K320109A,NULL,PER,1
964194,K3GI18185DKK32011199,K3K320111A 18-I  SABOT CU BARETA  DAMA,KL352-YX350-P683 P683 SILVER PEARL GOAT LEATHER,935,55,1,143,21,NULL,700000886559,K320111A,NULL,PER,1
964198,K3GI01114DKK32011499,K3K320114 01-I  SANDA  DAMA,KL349-B780-P523 P523 BLACK COLOR LEATHER,935,55,1,15,21,NULL,700000886563,K320114,NULL,PER,1
964201,K3GI18114DKK32011899,K3K320118A 18-I  SANDA  DAMA,KL358-YX352-P664 P664 SILVER COLOR LEATHER,935,55,1,15,21,NULL,700000886566,K320118A,NULL,PER,1
964202,K3GI01114DKK32011899,K3K320118B 01-I  SANDA  DAMA,KL358-YX352-P523 P523 BLACK COLOR LEATHER,935,55,1,15,21,NULL,700000886567,K320118B,NULL,PER,1
964213,W1GN13114DKW20004699,W1W200046 13-N  SANDA  DAMA,V652-D11-1 WHITE ACTION LEATHER,1063,55,1,15,21,NULL,700000886578,W200046,NULL,PER,1
964223,W1GNJ8195DKW20005899,W1W200058 J8-N  PANTOF VARA  DAMA,V890-D27-3 YELLOW ACTION LEATHER,1063,55,1,158,21,NULL,700000886588,W200058,NULL,PER,1
964228,W1GNJ8195DKW20002299,W1W200022 J8-N  PANTOF VARA  DAMA,V905-G18-1 YELLOW ACTION LEATHER,1063,55,1,158,21,NULL,700000886593,W200022,NULL,PER,1
964229,W1GNC5195DKW20002199,W1W200021 C5-N  PANTOF VARA  DAMA,V905-G18-2 PINK ACTION LEATHER,1063,55,1,158,21,NULL,700000886594,W200021,NULL,PER,1
964236,H1GNC5114DKWC2001399,H1WC20013A C5-N  SANDA  DAMA,17158M373-4 PINK PU,900,55,1,15,21,NULL,700000886601,WC20013A,NULL,PER,1
964247,H1G101115DKWC2002099,H1WC20020B 01-1  PAPUC  DAMA,5621J5 BLACK ACTION LEATHER,900,55,1,16,21,NULL,700000886612,WC20020B,NULL,PER,1
964248,H1GN01114DKWC2002299,H1WC20022A 01-N  SANDA  DAMA,17917J1 BLACK ACTION LEATHER,900,55,1,15,21,NULL,700000886613,WC20022A,NULL,PER,1
964251,H1GN03114DKWC2002299,H1WC20022D 03-N  SANDA  DAMA,17917J1-1 APRICOT ACTION LEATHER,900,55,1,15,21,NULL,700000886616,WC20022D,NULL,PER,1
964253,H1GN13114DKWC2002399,H1WC20023C 13-N  SANDA  DAMA,17721M336 WHITE ACTION LEATHER,900,55,1,15,21,NULL,700000886618,WC20023C,NULL,PER,1
964255,V4GL01115DKVA2000399,V4VA20003A 01-L  PAPUC  DAMA,1981740 BLACK ACTION LEATHER,1056,55,1,16,21,NULL,700000886620,VA20003A,NULL,PER,1
964256,V4GL52115DKVA2000399,V4VA20003B 52-L  PAPUC  DAMA,1981740-1 BEIGE WHITE ACTION LEATHER,1056,55,1,16,21,NULL,700000886621,VA20003B,NULL,PER,1
964258,V4GL01111DKVA2000699,V4VA20006A 01-L  PANTOF  DAMA,2680101 BLACK ACTION LEATHER,1056,55,1,12,21,NULL,700000886623,VA20006A,NULL,PER,1
964259,V4GL52111DKVA2000699,V4VA20006B 52-L  PANTOF  DAMA,2680101-1 BEIGE ACTION LEATHER,1056,55,1,12,21,NULL,700000886624,VA20006B,NULL,PER,1
964272,V4GNB1111DKVA2001799,V4VA20017B B1-N  PANTOF  DAMA,802301-1 GREEN ACTION LEATHER,1056,55,1,12,21,NULL,700000886637,VA20017B,NULL,PER,1
964301,WUGI12115DKWU2000199,WUWU20001B 12-I  PAPUC  DAMA,6013-337-H113 BEIGE BEIGE SPECIAL GOAT LEATHER,773,55,1,16,21,NULL,700000886666,WU20001B,NULL,PER,1
964304,QVGN19114DKQV2000199,QVQV20001B 19-N  SANDA  DAMA,GL241H-V62-Y1453 PURPLE GOAT LEATHER,804,55,1,15,21,NULL,700000886669,QV20001B,NULL,PER,1
964310,F6GN13114DKF62000299,F6F620002A 13-N  SANDA  DAMA,LD476-RT2232-A459TH WHITE GOAT LEATHER,885,55,1,15,21,NULL,700000886675,F620002A,NULL,PER,1
964435,K3GI01195DKK32002599,K3K320025A 01-I  PANTOF VARA  DAMA,KL313-B738-P003 P003 BLACK GOAT SUEDE,935,55,1,158,21,NULL,700000886800,K320025A,NULL,PER,1
964437,K3GL03114DKK32004299,K3K320042 03-L  SANDA  DAMA,KL251-YX223-B17 B17 APRICOT  PATENT LEATHER,935,55,1,15,21,NULL,700000886802,K320042,NULL,PER,1
964441,K3GI97114DKK32004899,K3K320048B 97-I  SANDA  DAMA,KL228-YX182-P688 P688 COLOR LEATHER,935,55,1,15,21,NULL,700000886806,K320048B,NULL,PER,1
964447,K3GI01185DKK32006499,K3K320064 01-I  SABOT CU BARETA  DAMA,KL141-YX158-P003 P003 BLACK GOAT SUEDE,935,55,1,143,21,NULL,700000886812,K320064,NULL,PER,1
964454,K3GIO7114DKK32007599,K3K320075 O7-I  SANDA  DAMA,KL325-YX336-P523 P523 BLACK COLOR LEATHER,935,55,1,15,21,NULL,700000886819,K320075,NULL,PER,1
964459,K3GI14114DKK32008499,K3K320084A 14-I  SANDA  DAMA,KL340-YX301-P696 P696 COLOR LEATHER,935,55,1,15,21,NULL,700000886824,K320084A,NULL,PER,1
964460,K3GI01114DKK32008499,K3K320084B 01-I  SANDA  DAMA,KL340-YX301-P523 P523 BLACK COLOR LEATHER,935,55,1,15,21,NULL,700000886825,K320084B,NULL,PER,1
964490,H1GN01114DKWC2000199,H1WC20001A 01-N  SANDA  DAMA,20835X3-10 BLACK PU,900,55,1,15,21,NULL,700000886855,WC20001A,NULL,PER,1
964491,H1GL03114DKWC2000199,H1WC20001B 03-L  SANDA  DAMA,20835X3-12 APRICOT PU,900,55,1,15,21,NULL,700000886856,WC20001B,NULL,PER,1
964510,W1GN13111DKW20006599,W1W200065 13-N  PANTOF  DAMA,V795-C18-1 WHITE ACTION LEATHER,1063,55,1,12,21,NULL,700000886875,W200065,NULL,PER,1
964513,W1GNB1195DKW20000299,W1W200002 B1-N  PANTOF VARA  DAMA,V801-D15-3 GREEN ACTION LEATHER,1063,55,1,158,21,NULL,700000886878,W200002,NULL,PER,1
964524,W1GN13185DKW20005799,W1W200057 13-N  SABOT CU BARETA  DAMA,V890-D27-1 WHITE ACTION LEATHER,1063,55,1,143,21,NULL,700000886889,W200057,NULL,PER,1
964529,W1GNC5195DKW20003099,W1W200030 C5-N  PANTOF VARA  DAMA,V946-C11-5 PINK ACTION LEATHER,1063,55,1,158,21,NULL,700000886894,W200030,NULL,PER,1
964531,HMGN14185DKHM2001299,HMHM20012C 14-N  SABOT CU BARETA  DAMA,4F1822-0655-C1547A GREY GOAT LEATHER,646,55,1,143,21,NULL,700000886896,HM20012C,NULL,PER,1
964532,HMGN81114DKHM2001899,HMHM20018B 81-N  SANDA  DAMA,3F1944-0117-C1454H FUCHSIA GOAT LEATHER,646,55,1,15,21,NULL,700000886897,HM20018B,NULL,PER,1
964533,HMGN06114DKHM2001899,HMHM20018A 06-N  SANDA  DAMA,3F1944-0158-C1670H GREEN GOAT LEATHER,646,55,1,15,21,NULL,700000886898,HM20018A,NULL,PER,1
964554,JGG152185DKJG2001199,JGJG20011A 52-1  SABOT CU BARETA  DAMA,2239-644-1-Y405+Y415 BEIGE WHITE ACTION LEATHER+GREEN ACTION LEATHER,760,55,1,143,21,NULL,700000886919,JG20011A,NULL,PER,1
964555,JGGN08185DKJG2001199,JGJG20011B 08-N  SABOT CU BARETA  DAMA,2239-644-2-Y484+Y409 YELLOW ACTION LEATHER+WHITE ACTION LEATHER,760,55,1,143,21,NULL,700000886920,JG20011B,NULL,PER,1
964556,JGGN52185DKJG2001199,JGJG20011C 52-N  SABOT CU BARETA  DAMA,2239-644-3-B639+B651 BEIGE GOAT LEATHER+CORAL RED GOAT LEATHER,760,55,1,143,21,NULL,700000886921,JG20011C,NULL,PER,1
964589,B1GN01111BKRE2000399,B1RE20003 01-N  PANTOF  BARBAT,E034 BLACK CALF LEATHER,832,55,1,12,21,NULL,700000886954,RE20003,NULL,PER,1
964591,B1GN01111BKRE2000599,B1RE20005 01-N  PANTOF  BARBAT,E047 BLACK CALF LEATHER,832,55,1,12,21,NULL,700000886956,RE20005,NULL,PER,1
964600,B1GN01111BKRE2001599,B1RE20015 01-N  PANTOF  BARBAT,E092 BLACK CALF LEATHER,832,55,1,12,21,NULL,700000886965,RE20015,NULL,PER,1
964608,B1GN01111BKRE2003699,B1RE20036 01-N  PANTOF  BARBAT,E146 BLACK CALF LEATHER+MICROFIBER CALF NUBUCK+LYCRA,832,55,1,12,21,NULL,700000886973,RE20036,NULL,PER,1
964613,L1GN01111BKL12000199,L1L120001A 01-N  PANTOF  BARBAT,82230 BLACK CALF LEATHER,943,55,1,12,21,NULL,700000886978,L120001A,NULL,PER,1
964614,L1GN02111BKL12000199,L1L120001B 02-N  PANTOF  BARBAT,82230 251 BROWN CALF LEATHER,943,55,1,12,21,NULL,700000886979,L120001B,NULL,PER,1
964621,L1GN01111BKL12000599,L1L120005A 01-N  PANTOF  BARBAT,82232 BLACK CALF LEATHER,943,55,1,12,21,NULL,700000886986,L120005A,NULL,PER,1
964623,L1GN02111BKL12001799,L1L120017B 02-N  PANTOF  BARBAT,82237 251 BROWN CALF LEATHER,943,55,1,12,21,NULL,700000886988,L120017B,NULL,PER,1
964635,L1GN01111BKL12001799,L1L120017A 01-N  PANTOF  BARBAT,82237 BLACK CALF LEATHER,943,55,1,12,21,NULL,700000887000,L120017A,NULL,PER,1
964641,QVGL01195DKQV2000399,QVQV20003A 01-L  PANTOF VARA  DAMA,GL239K-V612-N497 BLACK PATENT LEATHER,804,55,1,158,21,NULL,700000887006,QV20003A,NULL,PER,1
964643,QVGL03195DKQV2000399,QVQV20003C 03-L  PANTOF VARA  DAMA,GL239K-V612-N1229 DARK APRICOT PATENT LEATHER,804,55,1,158,21,NULL,700000887008,QV20003C,NULL,PER,1
964645,QVGN01111DKQV2001499,QVQV20014A 01-N  PANTOF  DAMA,G2151-S61-Y001 BLACK GOAT LEATHER,804,55,1,12,21,NULL,700000887010,QV20014A,NULL,PER,1
964658,V4GL01111DKVA2003099,V4VA20030 01-L  PANTOF  DAMA,203310 BLACK ACTION LEATHER,1056,55,1,12,21,NULL,700000887023,VA20030,NULL,PER,1
964662,J8GN01111DKJ82000199,J8J820001A 01-N  PANTOF  DAMA,871329 BLACK CALF LEATHER,929,55,1,12,21,NULL,700000887027,J820001A,NULL,PER,1
964663,J8GN23111DKJ82000199,J8J820001B 23-N  PANTOF  DAMA,871329 BORD. CALF LEATHER,929,55,1,12,21,NULL,700000887028,J820001B,NULL,PER,1
964676,J8GN01111DKJ82000699,J8J820006A 01-N  PANTOF  DAMA,875122 BLACK CALF LEATHER,929,55,1,12,21,NULL,700000887041,J820006A,NULL,PER,1
964680,J8GN01111DKJ82000899,J8J820008A 01-N  PANTOF  DAMA,870123-82 BLACK CALF LEATHER,929,55,1,12,21,NULL,700000887045,J820008A,NULL,PER,1
964681,J8GN23111DKJ82000899,J8J820008B 23-N  PANTOF  DAMA,870123-82 BORD. CALF LEATHER,929,55,1,12,21,NULL,700000887046,J820008B,NULL,PER,1
964683,J8GN01111DKJ82000999,J8J820009A 01-N  PANTOF  DAMA,870135-10 BLACK CALF LEATHER,929,55,1,12,21,NULL,700000887048,J820009A,NULL,PER,1
964690,J8GN03195DKJ82001199,J8J820011B 03-N  PANTOF VARA  DAMA,B22088-3 CAMEO CALF LEATHER,929,55,1,158,21,NULL,700000887055,J820011B,NULL,PER,1
964698,J8GN52195DKJ82001599,J8J820015A 52-N  PANTOF VARA  DAMA,B22095-2 BEIGE ACTION LEATHER,929,55,1,158,21,NULL,700000887063,J820015A,NULL,PER,1
964743,3HGN13114DK545181999,3H039 545 T-1819 13-N  SANDA  DAMA,01 WHITE LEATHER,1173,55,1,15,21,130.3864800000,700000887108,039 545 T-1819,NULL,PER,1
964870,3HGN03195DK326519999,3H032 651 03-N  PANTOF VARA  DAMA,BEJ,1173,55,1,158,21,NULL,700000887235,032 651,NULL,PER,1
964885,3HGN13195DK170129999,3H017 012 13-N  PANTOF VARA  DAMA,WHITE,1173,55,1,158,21,NULL,700000887250,017 012,NULL,PER,1
964886,3HGN40195DK170129999,3H017 012 40-N  PANTOF VARA  DAMA,AVOCADO,1173,55,1,158,21,NULL,700000887251,017 012,NULL,PER,1
964915,WUGI01195DK280753999,WU2807-539-3 01-I  PANTOF VARA  DAMA,BLACK GOAT SUEDE,773,55,1,158,21,NULL,700000887280,2807-539-3,NULL,PER,1
964916,JIGI01195DKX78699999,JIXQ675-X786-P8563BT 01-I  PANTOF VARA  DAMA,XQ675-X786-P8563B,761,55,1,158,21,NULL,700000887281,XQ675-X786-P8563BT,NULL,PER,1
964919,JYGI03195DK1H3870599,JY1H380-705-K83.K85 03-I  PANTOF VARA  DAMA,LIGHT GREY GOAT SUEDE,757,55,1,158,21,NULL,700000887284,1H380-705-K83.K85,NULL,PER,1
964921,JYGI01195DK1H3870599,JY1H380-705-081.1100 01-I  PANTOF VARA  DAMA,JY005,757,55,1,158,21,NULL,700000887286,1H380-705-081.1100,NULL,PER,1
964924,JIGI01114DKMX8549999,JICL020-MX854-P8563T 01-I  SANDA  DAMA,CL020-MX854-P8563T,761,55,1,15,21,NULL,700000887289,CL020-MX854-P8563T,NULL,PER,1
964937,OTG242111BK281899999,OT2818 42-2  PANTOF  BARBAT,NAVY PRINTED NABUK/BEIGE STITCHING/BEIGE DÃƒâ€°COR STITCHING/BEIGE LACE,24,55,1,12,21,NULL,700000887302,2818,NULL,PER,1
964940,L1GN01195BK211299999,L121129-2 01-N  PANTOF VARA  BARBAT,L1009,943,55,1,158,21,NULL,700000887305,21129-2,NULL,PER,1
964942,E6GN01111BKLT1759299,E6LT17592 01-N  PANTOF  BARBAT,E6013,871,55,1,12,21,NULL,700000887307,LT17592,NULL,PER,1
964943,OTGN01111BK575999999,OT575 01-N  PANTOF  BARBAT,BLACK ZENIT,24,55,1,12,21,NULL,700000887308,575,NULL,PER,1
964944,OTGN02111BK575999999,OT575 02-N  PANTOF  BARBAT,BROWN ZENIT,24,55,1,12,21,NULL,700000887309,575,NULL,PER,1
964946,E6GN01111BKL99399999,E6L99399 01-N  PANTOF  BARBAT,E6006,871,55,1,12,21,NULL,700000887311,L99399,NULL,PER,1
964952,OTGN01111BK555999999,OT555 01-N  PANTOF  BARBAT,BLACK FABI BLACK SUEDE,24,55,1,12,21,NULL,700000887317,555,NULL,PER,1
964954,E6GN01111BKYD0120699,E6YD01206 01-N  PANTOF  BARBAT,E6016,871,55,1,12,21,NULL,700000887319,YD01206,NULL,PER,1
964965,W1GL01111DKV687LG199,W1V687L-G11-5 01-L  PANTOF  DAMA,W1006,1063,55,1,12,21,NULL,700000887330,V687L-G11-5,NULL,PER,1
964976,G6GN03103DK203679999,G62036-7 03-N  BALERIN  DAMA,T1022,895,55,1,235,21,NULL,700000887341,2036-7,NULL,PER,1
964981,G6GN03111DK209239999,G62092-3 03-N  PANTOF  DAMA,T1024,895,55,1,12,21,NULL,700000887346,2092-3,NULL,PER,1
965005,HMGIL2111DKHM0003899,HMHM00038B L2-I  PANTOF  DAMA,4F2324-0517-C1006A BLACK PEARL FABRIC GRAIN GOAT SUEDE,646,55,1,12,21,NULL,700000887370,HM00038B,NULL,PER,1
965006,JXGI01111DK07Y901599,JX07Y9015 01-I  PANTOF  DAMA,Black Kid suede,758,55,1,12,21,NULL,700000887371,07Y9015,NULL,PER,1
965009,OTGN01195BK150999999,OT150 01-N  PANTOF VARA  BARBAT,BLACK ANTIK,24,55,1,158,21,NULL,700000887374,150,NULL,PER,1
965011,OTGNB2195BK148999999,OT148 B2-N  PANTOF VARA  BARBAT,TAUPE ANTIK(SHINNING)/BEIGE STITCHING,24,55,1,158,21,NULL,700000887376,148,NULL,PER,1
965015,J9GN23111DKJ90001499,J9J900014 23-N  PANTOF  DAMA,P2226E16-RE BORD. FIRST LAYER PATENT LEATHER,930,55,1,12,21,NULL,700000887380,J900014,NULL,PER,1
965016,J9GL01111DKJ90001499,J9J900014 01-L  PANTOF  DAMA,P2226E16-5E BLACK FIRST LAYER PATENT LEATHER,930,55,1,12,21,NULL,700000887381,J900014,NULL,PER,1
965020,D0GN08115DK071407199,D02022SS0714071 08-N  PAPUC  DAMA,Yellow Leather,861,55,1,16,21,NULL,700000887385,2022SS0714071,NULL,PER,1
965558,T1GN52114DKTD2000299,T1TD20002A 52-N  SANDA  DAMA,TD20002A BEIGE FIRST LAYER CALF LEATHER,1032,55,1,15,21,NULL,700000887923,TD20002A,NULL,PER,1
965559,T1GN01114DKTD2000299,T1TD20002B 01-N  SANDA  DAMA,TD20002B BLACK FIRST LAYER CALF LEATHER,1032,55,1,15,21,NULL,700000887924,TD20002B,NULL,PER,1
965563,T1GE01111DKTD2000599,T1TD20005B 01-E  PANTOF  DAMA,TD20005B BLACK FIRST LAYER SNAKE GRAIN CALF PATENT LEATHER,1032,55,1,12,21,NULL,700000887928,TD20005B,NULL,PER,1
965564,T1GEC5111DKTD2000599,T1TD20005C C5-E  PANTOF  DAMA,TD20005C PINK FIRST LAYER SNAKE GRAIN CALF PATENT LEATHER,1032,55,1,12,21,NULL,700000887929,TD20005C,NULL,PER,1
965569,4HGI01114DKBY2000299,4HBY20002A 01-I  SANDA  DAMA,2059-3 BLACK GOAT SUEDE+KNITING,1174,55,1,15,21,NULL,700000887934,BY20002A,NULL,PER,1
